Date,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,Hour,Seasons,Rented Bike Count
03/03/2018,0.6,36,0.4,1933,0.0,0.0,0.0,No Holiday,1,Spring,229
03/03/2018,0.9,35,0.5,1856,0.0,0.0,0.0,No Holiday,2,Spring,176
03/03/2018,0.8,38,0.8,1594,0.0,0.0,0.0,No Holiday,3,Spring,149
03/03/2018,0.6,43,0.9,1599,0.0,0.0,0.0,No Holiday,4,Spring,93
03/03/2018,0.8,39,1.0,1463,0.0,0.0,0.0,No Holiday,5,Spring,55
03/03/2018,0.5,42,0.9,1543,0.0,0.0,0.0,No Holiday,6,Spring,71
03/03/2018,0.1,43,1.4,1502,0.0,0.0,0.0,No Holiday,7,Spring,159
03/03/2018,0.4,38,1.8,1564,0.16,0.0,0.0,No Holiday,8,Spring,306
03/03/2018,2.2,30,1.5,1513,0.81,0.0,0.0,No Holiday,9,Spring,329
03/03/2018,5.1,27,1.2,1563,1.54,0.0,0.0,No Holiday,10,Spring,354
03/03/2018,8.1,21,2.1,1738,2.15,0.0,0.0,No Holiday,11,Spring,431
03/03/2018,10.7,16,1.7,1657,2.56,0.0,0.0,No Holiday,12,Spring,605
03/03/2018,12.2,14,1.6,1896,2.75,0.0,0.0,No Holiday,13,Spring,771
03/03/2018,14.4,14,1.4,1833,2.66,0.0,0.0,No Holiday,14,Spring,1025
03/03/2018,16.0,14,2.2,1828,2.33,0.0,0.0,No Holiday,15,Spring,1238
03/03/2018,15.8,15,2.6,1867,1.7,0.0,0.0,No Holiday,16,Spring,1285
03/03/2018,15.0,22,2.5,1946,0.96,0.0,0.0,No Holiday,17,Spring,1197
03/03/2018,13.9,26,1.9,1995,0.41,0.0,0.0,No Holiday,18,Spring,920
03/03/2018,12.7,32,2.3,2000,0.01,0.0,0.0,No Holiday,19,Spring,630
03/03/2018,11.1,51,3.7,1957,0.0,0.0,0.0,No Holiday,20,Spring,631
03/03/2018,10.3,52,2.2,1843,0.0,0.0,0.0,No Holiday,21,Spring,588
03/03/2018,10.2,49,1.7,1972,0.0,0.0,0.0,No Holiday,22,Spring,516
03/03/2018,9.4,74,1.6,559,0.0,0.0,0.0,No Holiday,23,Spring,215
04/03/2018,8.5,87,0.9,303,0.0,0.0,0.0,No Holiday,0,Spring,161
04/03/2018,8.3,91,0.1,282,0.0,0.0,0.0,No Holiday,1,Spring,118
04/03/2018,8.3,95,0.3,243,0.0,0.0,0.0,No Holiday,2,Spring,95
04/03/2018,8.5,96,0.4,238,0.0,0.1,0.0,No Holiday,3,Spring,90
04/03/2018,8.8,95,0.2,218,0.0,0.0,0.0,No Holiday,4,Spring,34
04/03/2018,8.8,96,1.2,196,0.0,0.0,0.0,No Holiday,5,Spring,15
04/03/2018,8.6,96,0.7,224,0.0,0.2,0.0,No Holiday,6,Spring,20
04/03/2018,8.4,97,2.6,122,0.0,0.0,0.0,No Holiday,7,Spring,23
04/03/2018,8.3,97,0.6,152,0.01,0.0,0.0,No Holiday,8,Spring,70
04/03/2018,8.8,97,1.3,196,0.2,0.2,0.0,No Holiday,9,Spring,157
04/03/2018,9.8,90,0.8,335,0.64,0.0,0.0,No Holiday,10,Spring,239
04/03/2018,10.1,88,0.7,453,0.34,0.0,0.0,No Holiday,11,Spring,273
04/03/2018,10.7,85,0.9,393,0.52,0.0,0.0,No Holiday,12,Spring,358
04/03/2018,10.8,84,1.2,400,0.44,0.0,0.0,No Holiday,13,Spring,429
04/03/2018,11.2,83,1.1,518,0.45,0.0,0.0,No Holiday,14,Spring,475
04/03/2018,11.7,81,1.2,616,0.53,0.0,0.0,No Holiday,15,Spring,468
04/03/2018,11.7,82,1.1,753,0.32,0.0,0.0,No Holiday,16,Spring,396
04/03/2018,11.8,82,1.7,990,0.4,0.0,0.0,No Holiday,17,Spring,492
04/03/2018,11.5,81,1.5,1475,0.07,0.0,0.0,No Holiday,18,Spring,436
04/03/2018,11.2,81,2.3,1614,0.0,0.0,0.0,No Holiday,19,Spring,289
04/03/2018,11.3,80,1.2,1978,0.0,0.0,0.0,No Holiday,20,Spring,26
04/03/2018,10.6,89,2.1,606,0.0,2.0,0.0,No Holiday,21,Spring,7
04/03/2018,9.6,92,2.5,721,0.0,0.0,0.0,No Holiday,22,Spring,8
04/03/2018,8.7,91,2.9,957,0.0,0.0,0.0,No Holiday,23,Spring,9
05/03/2018,7.6,88,2.5,1974,0.0,9.0,0.0,No Holiday,0,Spring,22
05/03/2018,7.0,88,2.5,2000,0.0,0.0,0.0,No Holiday,1,Spring,23
05/03/2018,6.3,89,2.2,1456,0.0,0.0,0.0,No Holiday,2,Spring,9
05/03/2018,5.7,92,2.0,458,0.0,1.5,0.0,No Holiday,3,Spring,2
05/03/2018,5.1,90,2.6,1005,0.0,0.0,0.0,No Holiday,4,Spring,4
05/03/2018,4.7,89,2.3,1242,0.0,0.0,0.0,No Holiday,5,Spring,22
05/03/2018,4.2,87,2.0,1979,0.0,2.0,0.0,No Holiday,6,Spring,20
05/03/2018,3.8,87,2.2,2000,0.0,0.0,0.0,No Holiday,7,Spring,85
05/03/2018,3.6,88,2.3,2000,0.03,0.0,0.0,No Holiday,8,Spring,184
05/03/2018,3.7,85,1.8,2000,0.17,0.0,0.0,No Holiday,9,Spring,211
05/03/2018,4.4,80,1.8,2000,0.56,0.0,0.0,No Holiday,10,Spring,232
05/03/2018,6.1,66,1.9,2000,1.42,0.0,0.0,No Holiday,11,Spring,322
05/03/2018,7.6,58,2.4,2000,1.85,0.0,0.0,No Holiday,12,Spring,438
05/03/2018,8.3,51,2.0,2000,1.42,0.0,0.0,No Holiday,13,Spring,465
05/03/2018,10.0,44,1.9,2000,2.46,0.0,0.0,No Holiday,14,Spring,550
05/03/2018,10.3,43,2.5,2000,2.45,0.0,0.0,No Holiday,15,Spring,637
05/03/2018,11.0,39,1.2,2000,1.96,0.0,0.0,No Holiday,16,Spring,718
05/03/2018,10.0,43,1.4,2000,1.12,0.0,0.0,No Holiday,17,Spring,865
05/03/2018,8.1,47,1.7,2000,0.34,0.0,0.0,No Holiday,18,Spring,1155
05/03/2018,5.8,53,1.7,2000,0.02,0.0,0.0,No Holiday,19,Spring,782
05/03/2018,4.3,57,1.3,2000,0.0,0.0,0.0,No Holiday,20,Spring,578
05/03/2018,3.1,59,1.5,2000,0.0,0.0,0.0,No Holiday,21,Spring,533
05/03/2018,2.3,63,1.0,2000,0.0,0.0,0.0,No Holiday,22,Spring,466
05/03/2018,1.9,60,1.3,2000,0.0,0.0,0.0,No Holiday,23,Spring,274
06/03/2018,1.3,69,0.8,2000,0.0,0.0,0.0,No Holiday,0,Spring,224
06/03/2018,0.8,67,0.8,2000,0.0,0.0,0.0,No Holiday,1,Spring,188
06/03/2018,0.3,71,0.9,1999,0.0,0.0,0.0,No Holiday,2,Spring,122
06/03/2018,0.1,71,0.4,2000,0.0,0.0,0.0,No Holiday,3,Spring,82
06/03/2018,-0.5,75,0.6,1967,0.0,0.0,0.0,No Holiday,4,Spring,79
06/03/2018,-0.9,78,0.6,1687,0.0,0.0,0.0,No Holiday,5,Spring,80
06/03/2018,-1.0,77,0.4,1578,0.0,0.0,0.0,No Holiday,6,Spring,214
06/03/2018,-1.0,78,0.6,1484,0.0,0.0,0.0,No Holiday,7,Spring,583
06/03/2018,-0.7,76,1.0,1461,0.2,0.0,0.0,No Holiday,8,Spring,997
06/03/2018,1.2,62,0.8,1338,0.85,0.0,0.0,No Holiday,9,Spring,556
06/03/2018,3.7,51,1.3,1596,1.56,0.0,0.0,No Holiday,10,Spring,380
06/03/2018,6.3,41,1.3,1519,2.12,0.0,0.0,No Holiday,11,Spring,475
06/03/2018,8.5,34,1.9,1876,2.55,0.0,0.0,No Holiday,12,Spring,504
06/03/2018,9.3,27,2.2,1816,2.65,0.0,0.0,No Holiday,13,Spring,528
06/03/2018,9.2,27,2.9,1880,2.32,0.0,0.0,No Holiday,14,Spring,567
06/03/2018,10.1,24,1.8,1839,2.12,0.0,0.0,No Holiday,15,Spring,616
06/03/2018,10.6,26,1.9,1955,1.75,0.0,0.0,No Holiday,16,Spring,680
06/03/2018,10.2,27,2.8,1826,1.22,0.0,0.0,No Holiday,17,Spring,883
06/03/2018,8.7,28,3.2,2000,0.49,0.0,0.0,No Holiday,18,Spring,1246
06/03/2018,7.1,30,2.7,2000,0.02,0.0,0.0,No Holiday,19,Spring,833
06/03/2018,6.1,31,2.8,2000,0.0,0.0,0.0,No Holiday,20,Spring,666
06/03/2018,5.5,33,3.2,1995,0.0,0.0,0.0,No Holiday,21,Spring,625
06/03/2018,4.5,40,1.3,1871,0.0,0.0,0.0,No Holiday,22,Spring,514
06/03/2018,3.5,44,0.9,1905,0.0,0.0,0.0,No Holiday,23,Spring,361
07/03/2018,2.8,45,1.7,1493,0.0,0.0,0.0,No Holiday,0,Spring,289
07/03/2018,2.8,46,2.0,1709,0.0,0.0,0.0,No Holiday,1,Spring,194
07/03/2018,2.6,50,1.3,1962,0.0,0.0,0.0,No Holiday,2,Spring,134
07/03/2018,2.7,55,1.5,1989,0.0,0.0,0.0,No Holiday,3,Spring,92
07/03/2018,2.6,61,1.7,1998,0.0,0.0,0.0,No Holiday,4,Spring,49
07/03/2018,2.5,63,1.3,1987,0.0,0.0,0.0,No Holiday,5,Spring,97
07/03/2018,2.4,65,1.8,1989,0.0,0.0,0.0,No Holiday,6,Spring,232
07/03/2018,2.2,65,1.9,2000,0.0,0.0,0.0,No Holiday,7,Spring,598
07/03/2018,2.6,63,1.6,1857,0.14,0.0,0.0,No Holiday,8,Spring,1032
07/03/2018,3.8,58,2.0,1785,0.49,0.0,0.0,No Holiday,9,Spring,566
07/03/2018,5.2,52,1.5,1808,0.74,0.0,0.0,No Holiday,10,Spring,410
07/03/2018,8.0,43,1.7,1909,1.74,0.0,0.0,No Holiday,11,Spring,441
07/03/2018,9.6,39,1.8,1982,2.09,0.0,0.0,No Holiday,12,Spring,550
07/03/2018,9.9,39,1.9,1911,1.61,0.0,0.0,No Holiday,13,Spring,509
07/03/2018,9.8,38,0.9,1908,0.93,0.0,0.0,No Holiday,14,Spring,505
07/03/2018,10.2,34,2.3,1919,1.19,0.0,0.0,No Holiday,15,Spring,620
07/03/2018,10.4,36,3.2,1963,1.02,0.0,0.0,No Holiday,16,Spring,646
07/03/2018,10.4,37,1.0,2000,0.67,0.0,0.0,No Holiday,17,Spring,849
07/03/2018,9.6,42,2.0,2000,0.14,0.0,0.0,No Holiday,18,Spring,1365
07/03/2018,8.9,44,2.3,2000,0.0,0.0,0.0,No Holiday,19,Spring,799
07/03/2018,8.5,46,1.0,1977,0.0,0.0,0.0,No Holiday,20,Spring,587
07/03/2018,7.9,56,1.4,1975,0.0,0.0,0.0,No Holiday,21,Spring,411
07/03/2018,7.2,60,1.4,1928,0.0,0.0,0.0,No Holiday,22,Spring,147
07/03/2018,6.0,79,2.0,918,0.0,0.0,0.0,No Holiday,23,Spring,48
08/03/2018,5.2,83,1.5,733,0.0,0.5,0.0,No Holiday,0,Spring,49
08/03/2018,4.7,86,0.7,717,0.0,0.0,0.0,No Holiday,1,Spring,23
08/03/2018,4.2,88,0.9,553,0.0,0.0,0.0,No Holiday,2,Spring,19
08/03/2018,3.8,90,0.8,448,0.0,2.0,0.0,No Holiday,3,Spring,12
08/03/2018,3.3,90,1.3,682,0.0,0.0,0.0,No Holiday,4,Spring,8
08/03/2018,3.1,90,1.2,974,0.0,0.0,0.0,No Holiday,5,Spring,17
08/03/2018,3.1,89,0.2,903,0.0,1.5,0.0,No Holiday,6,Spring,32
08/03/2018,3.0,90,0.7,578,0.0,0.0,0.0,No Holiday,7,Spring,64
08/03/2018,3.0,94,0.3,444,0.01,0.0,0.0,No Holiday,8,Spring,88
08/03/2018,3.4,90,1.5,386,0.21,0.5,0.0,No Holiday,9,Spring,100
08/03/2018,3.6,88,2.6,681,0.44,0.0,0.0,No Holiday,10,Spring,165
08/03/2018,4.5,82,2.0,1226,0.73,0.0,0.0,No Holiday,11,Spring,290
08/03/2018,5.6,72,3.0,1700,0.89,0.0,0.0,No Holiday,12,Spring,375
08/03/2018,6.7,65,3.2,1651,1.76,0.0,0.0,No Holiday,13,Spring,405
08/03/2018,7.7,62,2.4,1758,1.64,0.0,0.0,No Holiday,14,Spring,452
08/03/2018,9.2,53,3.3,1896,2.23,0.0,0.0,No Holiday,15,Spring,555
08/03/2018,9.5,56,3.1,994,1.1,0.0,0.0,No Holiday,16,Spring,594
08/03/2018,7.5,64,4.3,538,0.88,0.0,0.0,No Holiday,17,Spring,757
08/03/2018,5.9,68,3.4,543,0.38,0.0,0.0,No Holiday,18,Spring,1091
08/03/2018,4.5,72,2.7,529,0.03,0.0,0.0,No Holiday,19,Spring,683
08/03/2018,3.3,74,2.6,494,0.0,0.0,0.0,No Holiday,20,Spring,586
08/03/2018,3.1,74,3.2,465,0.0,0.0,0.0,No Holiday,21,Spring,533
08/03/2018,2.8,74,2.1,469,0.0,0.0,0.0,No Holiday,22,Spring,498
08/03/2018,2.8,73,1.8,468,0.0,0.0,0.0,No Holiday,23,Spring,315
09/03/2018,3.0,72,2.3,473,0.0,0.0,0.0,No Holiday,0,Spring,272
09/03/2018,2.8,73,2.6,413,0.0,0.0,0.0,No Holiday,1,Spring,228
09/03/2018,2.8,74,1.2,415,0.0,0.0,0.0,No Holiday,2,Spring,155
09/03/2018,2.7,75,0.7,417,0.0,0.0,0.0,No Holiday,3,Spring,105
09/03/2018,2.5,76,1.0,403,0.0,0.0,0.0,No Holiday,4,Spring,66
09/03/2018,2.5,76,0.7,544,0.0,0.0,0.0,No Holiday,5,Spring,88
09/03/2018,2.5,71,1.1,1055,0.0,0.0,0.0,No Holiday,6,Spring,195
09/03/2018,1.6,76,0.7,1024,0.0,0.0,0.0,No Holiday,7,Spring,574
09/03/2018,1.8,67,0.7,1917,0.19,0.0,0.0,No Holiday,8,Spring,1041
09/03/2018,3.5,60,1.3,1969,0.71,0.0,0.0,No Holiday,9,Spring,570
09/03/2018,4.8,54,1.3,1921,0.78,0.0,0.0,No Holiday,10,Spring,361
09/03/2018,5.9,51,0.7,1866,0.91,0.0,0.0,No Holiday,11,Spring,444
09/03/2018,6.8,51,1.0,1617,1.13,0.0,0.0,No Holiday,12,Spring,510
09/03/2018,7.5,44,2.0,1526,1.24,0.0,0.0,No Holiday,13,Spring,509
09/03/2018,8.0,42,1.5,1690,1.24,0.0,0.0,No Holiday,14,Spring,542
09/03/2018,7.7,51,2.9,670,0.94,0.0,0.0,No Holiday,15,Spring,611
09/03/2018,9.6,38,1.7,1052,1.71,0.0,0.0,No Holiday,16,Spring,686
09/03/2018,8.9,46,1.8,789,1.0,0.0,0.0,No Holiday,17,Spring,834
09/03/2018,7.0,55,2.0,705,0.35,0.0,0.0,No Holiday,18,Spring,1231
09/03/2018,5.4,60,3.9,990,0.02,0.0,0.0,No Holiday,19,Spring,718
09/03/2018,4.3,67,1.1,1125,0.0,0.0,0.0,No Holiday,20,Spring,535
09/03/2018,3.5,69,1.4,1177,0.0,0.0,0.0,No Holiday,21,Spring,537
09/03/2018,2.9,69,1.2,1179,0.0,0.0,0.0,No Holiday,22,Spring,521
09/03/2018,2.5,72,1.5,1071,0.0,0.0,0.0,No Holiday,23,Spring,309
10/03/2018,2.1,74,1.4,970,0.0,0.0,0.0,No Holiday,0,Spring,328
10/03/2018,2.0,75,1.0,658,0.0,0.0,0.0,No Holiday,1,Spring,305
10/03/2018,1.6,79,0.9,685,0.0,0.0,0.0,No Holiday,2,Spring,241
10/03/2018,1.3,80,0.6,705,0.0,0.0,0.0,No Holiday,3,Spring,139
10/03/2018,0.9,81,0.6,620,0.0,0.0,0.0,No Holiday,4,Spring,91
10/03/2018,0.8,80,0.3,565,0.0,0.0,0.0,No Holiday,5,Spring,79
10/03/2018,1.1,78,1.1,538,0.0,0.0,0.0,No Holiday,6,Spring,74
10/03/2018,0.9,78,1.1,535,0.0,0.0,0.0,No Holiday,7,Spring,208
10/03/2018,1.5,73,1.2,466,0.11,0.0,0.0,No Holiday,8,Spring,340
10/03/2018,2.7,71,1.3,418,0.3,0.0,0.0,No Holiday,9,Spring,381
10/03/2018,3.5,65,2.4,539,0.87,0.0,0.0,No Holiday,10,Spring,416
10/03/2018,5.7,58,2.3,700,2.08,0.0,0.0,No Holiday,11,Spring,497
10/03/2018,7.1,50,2.2,909,2.47,0.0,0.0,No Holiday,12,Spring,650
10/03/2018,8.2,42,3.1,1261,2.66,0.0,0.0,No Holiday,13,Spring,757
10/03/2018,9.2,38,2.6,1377,2.53,0.0,0.0,No Holiday,14,Spring,906
10/03/2018,8.1,36,4.7,1964,2.23,0.0,0.0,No Holiday,15,Spring,931
10/03/2018,8.3,37,3.8,1867,1.73,0.0,0.0,No Holiday,16,Spring,972
10/03/2018,7.7,46,2.8,1635,1.05,0.0,0.0,No Holiday,17,Spring,829
10/03/2018,6.2,61,3.2,1411,0.4,0.0,0.0,No Holiday,18,Spring,664
10/03/2018,5.3,67,2.6,1314,0.02,0.0,0.0,No Holiday,19,Spring,573
10/03/2018,5.2,69,1.8,1196,0.0,0.0,0.0,No Holiday,20,Spring,447
10/03/2018,5.0,73,2.2,1173,0.0,0.0,0.0,No Holiday,21,Spring,470
10/03/2018,5.0,75,2.2,1084,0.0,0.0,0.0,No Holiday,22,Spring,421
10/03/2018,5.1,75,1.4,950,0.0,0.0,0.0,No Holiday,23,Spring,345
11/03/2018,5.1,77,1.9,718,0.0,0.0,0.0,No Holiday,0,Spring,376
11/03/2018,4.8,80,1.3,583,0.0,0.0,0.0,No Holiday,1,Spring,222
11/03/2018,4.7,78,1.5,466,0.0,0.0,0.0,No Holiday,2,Spring,171
11/03/2018,4.4,80,1.6,393,0.0,0.0,0.0,No Holiday,3,Spring,115
11/03/2018,4.2,81,1.3,333,0.0,0.0,0.0,No Holiday,4,Spring,80
11/03/2018,3.9,85,1.6,264,0.0,0.0,0.0,No Holiday,5,Spring,45
11/03/2018,3.4,85,1.5,234,0.0,0.0,0.0,No Holiday,6,Spring,63
11/03/2018,2.9,84,1.9,241,0.0,0.0,0.0,No Holiday,7,Spring,119
11/03/2018,2.8,82,1.2,240,0.19,0.0,0.0,No Holiday,8,Spring,212
11/03/2018,3.9,77,2.0,263,0.65,0.0,0.0,No Holiday,9,Spring,289
11/03/2018,5.9,69,2.6,330,1.43,0.0,0.0,No Holiday,10,Spring,394
11/03/2018,7.6,54,1.6,430,2.06,0.0,0.0,No Holiday,11,Spring,425
11/03/2018,9.2,40,2.6,592,2.47,0.0,0.0,No Holiday,12,Spring,666
11/03/2018,10.3,31,2.1,885,2.67,0.0,0.0,No Holiday,13,Spring,843
11/03/2018,11.6,20,2.7,1647,2.69,0.0,0.0,No Holiday,14,Spring,1154
11/03/2018,11.9,26,2.8,1338,2.34,0.0,0.0,No Holiday,15,Spring,1294
11/03/2018,11.9,25,2.7,1424,1.83,0.0,0.0,No Holiday,16,Spring,1205
11/03/2018,11.1,25,2.0,1765,1.19,0.0,0.0,No Holiday,17,Spring,1028
11/03/2018,9.4,22,2.9,1995,0.55,0.0,0.0,No Holiday,18,Spring,776
11/03/2018,7.8,28,1.9,1982,0.04,0.0,0.0,No Holiday,19,Spring,596
11/03/2018,6.7,32,1.9,1722,0.0,0.0,0.0,No Holiday,20,Spring,530
11/03/2018,5.7,34,1.0,1520,0.0,0.0,0.0,No Holiday,21,Spring,533
11/03/2018,5.3,31,2.3,1842,0.0,0.0,0.0,No Holiday,22,Spring,419
11/03/2018,4.2,34,1.7,1476,0.0,0.0,0.0,No Holiday,23,Spring,288
12/03/2018,3.5,46,1.1,1040,0.0,0.0,0.0,No Holiday,0,Spring,222
12/03/2018,2.9,51,0.8,1119,0.0,0.0,0.0,No Holiday,1,Spring,163
12/03/2018,2.7,46,0.4,1363,0.0,0.0,0.0,No Holiday,2,Spring,95
12/03/2018,2.3,48,0.8,1448,0.0,0.0,0.0,No Holiday,3,Spring,60
12/03/2018,2.8,52,0.6,1249,0.0,0.0,0.0,No Holiday,4,Spring,47
12/03/2018,3.3,53,0.4,1208,0.0,0.0,0.0,No Holiday,5,Spring,106
12/03/2018,2.8,57,0.7,920,0.0,0.0,0.0,No Holiday,6,Spring,261
12/03/2018,3.0,53,0.5,1094,0.0,0.0,0.0,No Holiday,7,Spring,662
12/03/2018,3.8,47,0.8,1229,0.06,0.0,0.0,No Holiday,8,Spring,1066
12/03/2018,4.8,43,1.0,1200,0.18,0.0,0.0,No Holiday,9,Spring,604
12/03/2018,6.6,40,1.0,1061,0.65,0.0,0.0,No Holiday,10,Spring,406
12/03/2018,9.2,33,1.1,892,1.54,0.0,0.0,No Holiday,11,Spring,463
12/03/2018,11.7,32,1.6,690,1.99,0.0,0.0,No Holiday,12,Spring,581
12/03/2018,13.6,34,1.8,458,2.23,0.0,0.0,No Holiday,13,Spring,588
12/03/2018,14.9,34,2.8,403,2.22,0.0,0.0,No Holiday,14,Spring,603
12/03/2018,15.3,32,2.9,458,2.02,0.0,0.0,No Holiday,15,Spring,694
12/03/2018,14.5,34,3.1,471,1.59,0.0,0.0,No Holiday,16,Spring,752
12/03/2018,13.7,38,2.6,436,1.0,0.0,0.0,No Holiday,17,Spring,931
12/03/2018,12.2,43,2.8,463,0.41,0.0,0.0,No Holiday,18,Spring,1425
12/03/2018,10.6,47,2.0,425,0.03,0.0,0.0,No Holiday,19,Spring,946
12/03/2018,9.4,50,2.1,391,0.0,0.0,0.0,No Holiday,20,Spring,801
12/03/2018,8.7,49,1.7,464,0.0,0.0,0.0,No Holiday,21,Spring,771
12/03/2018,7.8,49,0.1,528,0.0,0.0,0.0,No Holiday,22,Spring,695
12/03/2018,6.8,56,0.9,497,0.0,0.0,0.0,No Holiday,23,Spring,397
13/03/2018,6.4,62,0.7,506,0.0,0.0,0.0,No Holiday,0,Spring,309
13/03/2018,5.9,65,1.0,596,0.0,0.0,0.0,No Holiday,1,Spring,231
13/03/2018,5.4,66,0.6,623,0.0,0.0,0.0,No Holiday,2,Spring,161
13/03/2018,5.5,62,0.6,722,0.0,0.0,0.0,No Holiday,3,Spring,103
13/03/2018,6.2,59,0.8,493,0.0,0.0,0.0,No Holiday,4,Spring,88
13/03/2018,6.8,56,0.9,570,0.0,0.0,0.0,No Holiday,5,Spring,97
13/03/2018,7.0,58,0.7,537,0.0,0.0,0.0,No Holiday,6,Spring,252
13/03/2018,7.2,56,0.5,545,0.0,0.0,0.0,No Holiday,7,Spring,668
13/03/2018,8.0,48,0.4,711,0.12,0.0,0.0,No Holiday,8,Spring,1215
13/03/2018,9.4,44,0.3,743,0.33,0.0,0.0,No Holiday,9,Spring,616
13/03/2018,10.9,40,0.5,714,0.55,0.0,0.0,No Holiday,10,Spring,428
13/03/2018,12.6,49,1.4,988,0.84,0.0,0.0,No Holiday,11,Spring,571
13/03/2018,15.5,47,3.3,1303,2.44,0.0,0.0,No Holiday,12,Spring,626
13/03/2018,17.1,42,3.2,1305,2.6,0.0,0.0,No Holiday,13,Spring,678
13/03/2018,18.3,43,2.2,1509,2.43,0.0,0.0,No Holiday,14,Spring,705
13/03/2018,18.6,47,3.3,1560,2.08,0.0,0.0,No Holiday,15,Spring,815
13/03/2018,17.6,53,3.7,1735,1.4,0.0,0.0,No Holiday,16,Spring,890
13/03/2018,16.9,62,3.1,1562,0.95,0.0,0.0,No Holiday,17,Spring,1085
13/03/2018,15.7,68,3.3,1473,0.39,0.0,0.0,No Holiday,18,Spring,1749
13/03/2018,14.1,77,2.0,1240,0.04,0.0,0.0,No Holiday,19,Spring,1224
13/03/2018,13.9,77,1.5,1010,0.0,0.0,0.0,No Holiday,20,Spring,986
13/03/2018,13.7,79,2.0,1035,0.0,0.0,0.0,No Holiday,21,Spring,982
13/03/2018,13.5,81,2.8,933,0.0,0.0,0.0,No Holiday,22,Spring,912
13/03/2018,13.4,81,2.6,958,0.0,0.0,0.0,No Holiday,23,Spring,572
14/03/2018,13.6,79,2.2,862,0.0,0.0,0.0,No Holiday,0,Spring,412
14/03/2018,13.7,73,2.2,1182,0.0,0.0,0.0,No Holiday,1,Spring,309
14/03/2018,13.8,70,1.3,1363,0.0,0.0,0.0,No Holiday,2,Spring,226
14/03/2018,14.0,67,2.3,1733,0.0,0.0,0.0,No Holiday,3,Spring,142
14/03/2018,14.0,70,1.5,1648,0.0,0.0,0.0,No Holiday,4,Spring,82
14/03/2018,14.1,69,1.3,1923,0.0,0.0,0.0,No Holiday,5,Spring,123
14/03/2018,14.1,69,1.6,1882,0.0,0.0,0.0,No Holiday,6,Spring,290
14/03/2018,14.1,69,1.1,1692,0.0,0.0,0.0,No Holiday,7,Spring,786
14/03/2018,14.2,67,0.9,1812,0.06,0.0,0.0,No Holiday,8,Spring,1371
14/03/2018,14.6,62,1.2,1768,0.19,0.0,0.0,No Holiday,9,Spring,761
14/03/2018,15.7,58,1.3,1980,0.69,0.0,0.0,No Holiday,10,Spring,552
14/03/2018,17.5,55,2.1,1892,1.35,0.0,0.0,No Holiday,11,Spring,643
14/03/2018,19.9,44,2.7,1874,2.22,0.0,0.0,No Holiday,12,Spring,813
14/03/2018,20.9,44,4.7,1795,2.66,0.0,0.0,No Holiday,13,Spring,789
14/03/2018,21.1,42,4.3,2000,2.49,0.0,0.0,No Holiday,14,Spring,878
14/03/2018,21.7,39,3.3,1979,2.09,0.0,0.0,No Holiday,15,Spring,1025
14/03/2018,21.7,41,3.2,2000,1.91,0.0,0.0,No Holiday,16,Spring,1049
14/03/2018,20.5,49,3.5,2000,1.18,0.0,0.0,No Holiday,17,Spring,1325
14/03/2018,19.2,53,2.4,2000,0.58,0.0,0.0,No Holiday,18,Spring,2100
14/03/2018,17.9,54,2.9,2000,0.04,0.0,0.0,No Holiday,19,Spring,1478
14/03/2018,17.2,60,2.5,1993,0.0,0.0,0.0,No Holiday,20,Spring,1275
14/03/2018,16.8,67,2.0,1775,0.0,0.0,0.0,No Holiday,21,Spring,1181
14/03/2018,16.2,71,2.0,1780,0.0,0.0,0.0,No Holiday,22,Spring,983
14/03/2018,16.1,69,1.8,1666,0.0,0.0,0.0,No Holiday,23,Spring,587
15/03/2018,16.0,69,2.4,1863,0.0,0.0,0.0,No Holiday,0,Spring,466
15/03/2018,16.3,68,2.1,1859,0.0,0.0,0.0,No Holiday,1,Spring,355
15/03/2018,16.5,68,1.3,1724,0.0,0.0,0.0,No Holiday,2,Spring,203
15/03/2018,16.5,69,2.4,1659,0.0,0.0,0.0,No Holiday,3,Spring,51
15/03/2018,15.1,86,2.1,877,0.0,0.0,0.0,No Holiday,4,Spring,9
15/03/2018,14.5,94,2.0,487,0.0,0.0,0.0,No Holiday,5,Spring,8
15/03/2018,14.4,96,0.7,453,0.0,8.0,0.0,No Holiday,6,Spring,10
15/03/2018,14.3,97,0.3,189,0.0,0.0,0.0,No Holiday,7,Spring,15
15/03/2018,14.1,97,1.1,342,0.0,0.0,0.0,No Holiday,8,Spring,39
15/03/2018,14.1,98,1.1,253,0.06,17.0,0.0,No Holiday,9,Spring,32
15/03/2018,14.2,98,1.2,299,0.14,0.0,0.0,No Holiday,10,Spring,27
15/03/2018,13.9,98,1.4,296,0.13,0.0,0.0,No Holiday,11,Spring,65
15/03/2018,13.3,97,2.9,771,0.19,2.0,0.0,No Holiday,12,Spring,204
15/03/2018,12.7,97,2.6,467,0.23,0.0,0.0,No Holiday,13,Spring,269
15/03/2018,12.1,97,2.0,177,0.2,0.0,0.0,No Holiday,14,Spring,289
15/03/2018,11.6,97,3.4,117,0.26,0.0,0.0,No Holiday,15,Spring,329
15/03/2018,10.7,98,1.2,196,0.14,0.0,0.0,No Holiday,16,Spring,214
